date,centre_id,crop_id,capacity,bookings,arrivals,quantity,no_show_rate
2025-06-21,1,1,35,23,21,136.25,0.0977
2025-06-22,1,1,35,26,24,285.335,0.0663
2025-06-23,1,1,40,29,27,282.257,0.0808
2024-01-01,1,2,40,29,26,310.948,0.1023
2024-01-02,1,2,40,32,28,296.119,0.125
2024-01-03,1,2,40,14,13,211.726,0.0766
2024-01-04,1,2,40,21,20,266.072,0.0704
2024-01-05,1,2,40,24,22,321.281,0.0657
2024-01-06,1,2,35,14,13,108.853,0.0706
2024-01-07,1,2,35,20,18,193.866,0.1183
2024-01-08,1,2,40,36,33,464.71,0.0855
2024-01-09,1,2,40,25,23,206.425,0.0853
2024-01-10,1,2,40,16,14,144.566,0.1083
2024-01-11,1,2,40,25,22,286.032,0.1237
2024-01-12,1,2,40,24,22,275.91,0.1021
2024-01-13,1,2,35,28,24,310.236,0.1301
2024-01-14,1,2,35,21,20,172.432,0.059
2024-01-15,1,2,40,20,19,249.243,0.0647
2024-01-16,1,2,40,25,23,254.445,0.0686
2024-01-17,1,2,40,21,19,255.022,0.0866
2024-01-18,1,2,40,33,29,438.568,0.1078
2024-01-19,1,2,40,29,27,360.234,0.0659
2024-01-20,1,2,35,30,28,334.347,0.0507
2024-01-21,1,2,35,25,22,286.532,0.104
2024-01-22,1,2,40,31,27,296.698,0.1132
2024-01-23,1,2,40,27,24,188.464,0.1006
2024-01-24,1,2,40,23,20,277.516,0.123
2024-01-25,1,2,40,23,22,254.569,0.0604
2024-01-26,1,2,40,29,26,367.613,0.1004
2024-01-27,1,2,35,20,19,225.643,0.0437
2024-01-28,1,2,35,25,24,360.05,0.0538
2024-01-29,1,2,40,40,36,481.499,0.1032
2024-01-30,1,2,40,37,34,284.619,0.0831
2024-01-31,1,2,40,27,25,344.179,0.0903
2024-02-01,1,2,40,22,20,282.587,0.0757
2024-02-02,1,2,40,26,24,287.414,0.0693
2024-02-03,1,2,35,27,25,224.008,0.0743
2024-02-04,1,2,35,24,22,192.993,0.096
2024-02-05,1,2,40,35,32,337.506,0.0933
2024-02-06,1,2,40,27,25,255.106,0.0922
2024-02-07,1,2,40,29,28,382.671,0.0303
2024-02-08,1,2,40,24,21,258.252,0.1069
2024-02-09,1,2,40,23,21,265.126,0.094
2024-02-10,1,2,35,37,33,358.155,0.0971
2024-02-11,1,2,35,20,19,198.314,0.0732
2024-02-12,1,2,40,25,23,349.47,0.0952
2024-02-13,1,2,40,33,30,384.153,0.0771
2024-02-14,1,2,40,33,31,287.365,0.0561
2024-02-15,1,2,40,32,30,371.079,0.0686
2024-02-16,1,2,40,29,27,357.675,0.0809
2024-02-17,1,2,35,33,30,358.117,0.0836
2024-02-18,1,2,35,20,19,211.776,0.0706
2024-02-19,1,2,40,25,23,239.91,0.0958
2024-02-20,1,2,40,32,31,356.393,0.0414
2024-02-21,1,2,40,24,22,219.569,0.0845
2024-02-22,1,2,40,26,24,216.265,0.0783
2024-02-23,1,2,40,23,20,271.929,0.1092
2024-02-24,1,2,35,29,27,333.494,0.0663
2024-02-25,1,2,35,31,28,331.547,0.1022
2024-02-26,1,2,40,36,31,381.334,0.1418
2024-02-27,1,2,40,29,27,319.082,0.0861
2024-02-28,1,2,40,27,25,289.969,0.0824
2024-02-29,1,2,40,37,33,424.724,0.1039
2024-03-01,1,2,40,19,18,253.066,0.0671
2024-03-02,1,2,35,20,19,200.89,0.0592
2024-03-03,1,2,35,25,22,293.692,0.1008
2024-03-04,1,2,40,33,30,388.544,0.0868
2024-03-05,1,2,40,37,33,450.735,0.1213
2024-03-06,1,2,40,34,30,369.124,0.1114
2024-03-07,1,2,40,29,26,356.281,0.0981
2024-03-08,1,2,40,27,24,241.005,0.1186
2024-03-09,1,2,35,23,22,265.21,0.0267
2024-03-10,1,2,35,28,26,352.396,0.0651
2024-03-11,1,2,40,30,28,271.63,0.0698
2024-03-12,1,2,40,29,26,277.08,0.1141
2024-03-13,1,2,40,30,27,362.979,0.0943
2024-03-14,1,2,40,26,23,243.311,0.0985
2024-03-15,1,2,40,26,23,280.101,0.1045
2024-03-16,1,2,35,23,20,238.844,0.1099
2024-03-17,1,2,35,31,28,335.599,0.082
2024-03-18,1,2,40,33,28,438.569,0.1424
2024-03-19,1,2,40,29,26,325.161,0.1082
2024-03-20,1,2,40,38,33,533.904,0.1376
2024-03-21,1,2,40,27,24,328.58,0.1041
2024-03-22,1,2,40,23,20,268.226,0.1112
2024-03-23,1,2,35,33,29,340.906,0.1163
2024-03-24,1,2,35,21,19,243.369,0.0942
2024-03-25,1,2,40,29,25,423.129,0.1342
2024-03-26,1,2,40,23,22,287.707,0.0566
2024-03-27,1,2,40,28,27,273.055,0.0352
2024-03-28,1,2,40,26,24,278.692,0.0781
2024-03-29,1,2,40,23,20,295.574,0.1274
2024-03-30,1,2,35,23,21,289.796,0.0924
2024-03-31,1,2,35,33,30,530.659,0.0873
2024-04-01,1,2,40,37,33,490.278,0.0958
2024-04-02,1,2,40,50,46,461.342,0.0879
2024-04-03,1,2,40,31,27,306.92,0.1344
2024-04-04,1,2,40,24,22,242.537,0.0705
2024-04-05,1,2,40,31,28,400.924,0.0858
2024-04-06,1,2,35,38,35,387.045,0.0892
2024-04-07,1,2,35,29,26,343.333,0.0875
2024-04-08,1,2,40,33,30,342.356,0.1
2024-04-09,1,2,40,39,36,395.736,0.0803
2024-04-10,1,2,40,23,22,309.807,0.0501
2024-04-11,1,2,40,34,31,496.251,0.0829
2024-04-12,1,2,40,26,25,304.643,0.0476
2024-04-13,1,2,35,25,23,316.24,0.0617
2024-04-14,1,2,35,35,33,423.598,0.0457
2024-04-15,1,2,40,34,32,414.184,0.0693
2024-04-16,1,2,40,42,38,499.074,0.0996
2024-04-17,1,2,40,28,25,326.865,0.1018
2024-04-18,1,2,40,30,27,246.894,0.1145
2024-04-19,1,2,40,31,29,328.353,0.08
2024-04-20,1,2,35,28,26,276.594,0.0887
2024-04-21,1,2,35,30,27,274.293,0.085
2024-04-22,1,2,40,38,35,430.487,0.0752
2024-04-23,1,2,40,34,29,418.761,0.151
2024-04-24,1,2,40,25,22,353.012,0.1159
2024-04-25,1,2,40,27,24,291.072,0.0953
2024-04-26,1,2,40,44,39,374.583,0.1128
2024-04-27,1,2,35,30,26,373.761,0.12
2024-04-28,1,2,35,24,22,355.076,0.0856
2024-04-29,1,2,40,30,27,334.83,0.0839
2024-04-30,1,2,40,24,23,287.037,0.0467
2024-05-01,1,2,40,30,27,392.448,0.0847
2024-05-02,1,2,40,29,26,377.642,0.1081
2024-05-03,1,2,40,23,21,262.182,0.0891
2024-05-04,1,2,35,33,30,436.847,0.1022
2024-05-05,1,2,35,33,31,329.015,0.0674
2024-05-06,1,2,40,33,29,284.94,0.1154
2024-05-07,1,2,40,30,27,299.636,0.0883
2024-05-08,1,2,40,23,20,242.323,0.1124
2024-05-09,1,2,40,31,27,298.084,0.1194
2024-05-10,1,2,40,39,35,523.581,0.0937
2024-05-11,1,2,35,19,17,233.195,0.103
2024-05-12,1,2,35,31,28,412.473,0.1025
2024-05-13,1,2,40,26,24,331.815,0.071
2024-05-14,1,2,40,32,29,417.025,0.1018
2024-05-15,1,2,40,37,34,394.323,0.0753
2024-05-16,1,2,40,26,24,304.028,0.0635
2024-05-17,1,2,40,24,21,285.846,0.1171
2024-05-18,1,2,35,33,30,414.978,0.0889
2024-05-19,1,2,35,38,35,548.384,0.0888
2024-05-20,1,2,40,28,25,257.064,0.0939
2024-05-21,1,2,40,36,32,459.844,0.1155
2024-05-22,1,2,40,27,25,249.464,0.0871
2024-05-23,1,2,40,28,26,326.467,0.0628
2024-05-24,1,2,40,24,22,253.343,0.1008
2024-05-25,1,2,35,25,23,240.967,0.0876
2024-05-26,1,2,35,26,24,283.955,0.0813
2024-05-27,1,2,40,27,23,357.266,0.1382
2024-05-28,1,2,40,30,28,440.187,0.0755
2024-05-29,1,2,40,28,25,272.218,0.1078
2024-05-30,1,2,40,30,28,337.59,0.0596
2024-05-31,1,2,40,24,22,335.515,0.0898
2024-06-01,1,2,35,36,35,386.192,0.0408
2024-06-02,1,2,35,23,21,230.936,0.0653
2024-06-03,1,2,40,17,15,210.3,0.0945
2024-06-04,1,2,40,27,25,305.78,0.083
2024-06-05,1,2,40,21,20,261.11,0.0682
2024-06-06,1,2,40,31,29,457.079,0.0683
2024-06-07,1,2,40,23,20,292.039,0.1216
2024-06-08,1,2,35,30,27,353.164,0.1026
2024-06-09,1,2,35,24,22,234.221,0.0999
2024-06-10,1,2,40,23,21,246.305,0.0832
2024-06-11,1,2,40,33,30,400.113,0.0982
2024-06-12,1,2,40,29,26,312.447,0.1012
2024-06-13,1,2,40,35,32,404.263,0.0942
2024-06-14,1,2,40,22,20,294.31,0.1047
2024-06-15,1,2,35,23,21,239.182,0.0788
2024-06-16,1,2,35,22,20,292.335,0.0911
2024-06-17,1,2,40,31,29,406.602,0.0635
2024-06-18,1,2,40,28,25,302.947,0.102
2024-06-19,1,2,40,19,18,209.091,0.0286
2024-06-20,1,2,40,28,25,315.165,0.1119
2024-06-21,1,2,40,29,27,348.563,0.069
2024-06-22,1,2,35,23,21,309.34,0.0958
2024-06-23,1,2,35,18,16,207.53,0.0957
2024-06-24,1,2,40,29,27,382.785,0.0697
2024-06-25,1,2,40,28,26,333.194,0.0707
2024-06-26,1,2,40,12,11,153.065,0.0779
2024-06-27,1,2,40,22,20,210.906,0.0983
2024-06-28,1,2,40,32,29,376.24,0.1044
2024-06-29,1,2,35,18,17,169.792,0.0306
2024-06-30,1,2,35,16,14,192.432,0.0962
2024-07-01,1,2,40,32,28,464.783,0.1146
2024-07-02,1,2,40,27,26,301.78,0.0385
2024-07-03,1,2,40,24,22,267.835,0.0653
2024-07-04,1,2,40,21,19,204.223,0.0919
2024-07-05,1,2,40,17,16,180.294,0.0857
2024-07-06,1,2,35,15,14,179.505,0.0977
2024-07-07,1,2,35,23,21,277.353,0.095
2024-07-08,1,2,40,22,20,228.171,0.0827
2024-07-09,1,2,40,23,21,250.938,0.0909
2024-07-10,1,2,40,18,16,205.0,0.0881
2024-07-11,1,2,40,22,20,263.838,0.07
2024-07-12,1,2,40,17,16,144.201,0.0813
2024-07-13,1,2,35,25,23,299.545,0.0629
2024-07-14,1,2,35,19,17,230.952,0.0909
2024-07-15,1,2,40,32,30,331.583,0.0592
2024-07-16,1,2,40,26,23,347.171,0.1089
2024-07-17,1,2,40,17,16,228.28,0.0701
2024-07-18,1,2,40,18,16,207.527,0.0889
2024-07-19,1,2,40,29,26,234.364,0.0987
2024-07-20,1,2,35,21,20,242.503,0.0566
2024-07-21,1,2,35,13,12,174.103,0.0613
2024-07-22,1,2,40,18,17,192.061,0.0734
2024-07-23,1,2,40,27,24,338.874,0.0955
2024-07-24,1,2,40,14,13,134.05,0.0786
2024-07-25,1,2,40,16,15,177.252,0.0789
2024-07-26,1,2,40,19,17,193.774,0.0874
2024-07-27,1,2,35,16,14,183.602,0.1095
2024-07-28,1,2,35,10,9,118.37,0.0895
2024-07-29,1,2,40,25,23,241.276,0.0846
2024-07-30,1,2,40,23,21,321.771,0.0952
2024-07-31,1,2,40,24,23,285.923,0.042
2024-08-01,1,2,40,18,17,248.474,0.0597
2024-08-02,1,2,40,21,19,196.679,0.0902
2024-08-03,1,2,35,22,20,286.393,0.0974
2024-08-04,1,2,35,22,20,182.897,0.094
2024-08-05,1,2,40,16,15,178.423,0.0895
2024-08-06,1,2,40,27,25,302.749,0.072
2024-08-07,1,2,40,18,17,206.044,0.082
2024-08-08,1,2,40,25,21,276.427,0.143
2024-08-09,1,2,40,15,14,179.988,0.0882
2024-08-10,1,2,35,23,20,272.622,0.1101
2024-08-11,1,2,35,15,14,190.723,0.0455
2024-08-12,1,2,40,25,22,274.46,0.1152
2024-08-13,1,2,40,19,18,261.335,0.0533
2024-08-14,1,2,40,24,23,272.262,0.0513
2024-08-15,1,2,40,21,19,233.447,0.1066
2024-08-16,1,2,40,17,15,176.234,0.1417
2024-08-17,1,2,35,19,18,177.327,0.0622
2024-08-18,1,2,35,13,12,125.055,0.0845
2024-08-19,1,2,40,19,17,188.776,0.1038
2024-08-20,1,2,40,25,23,250.435,0.0974
2024-08-21,1,2,40,13,12,119.295,0.069
2024-08-22,1,2,40,17,16,189.583,0.0792
2024-08-23,1,2,40,13,12,153.303,0.0979
2024-08-24,1,2,35,18,16,179.32,0.1029
2024-08-25,1,2,35,16,14,165.988,0.096
2024-08-26,1,2,40,16,15,194.543,0.0746
2024-08-27,1,2,40,14,13,150.111,0.1026
2024-08-28,1,2,40,22,20,202.833,0.0973
2024-08-29,1,2,40,17,16,186.219,0.0809
2024-08-30,1,2,40,19,17,248.859,0.1025
2024-08-31,1,2,35,11,10,124.485,0.0908
2024-09-01,1,2,35,11,9,117.311,0.1387
2024-09-02,1,2,40,16,15,212.726,0.0831
2024-09-03,1,2,40,16,14,171.804,0.1125
2024-09-04,1,2,40,15,13,186.568,0.1008
2024-09-05,1,2,40,19,17,200.043,0.1153
2024-09-06,1,2,40,14,13,163.061,0.0889
2024-09-07,1,2,35,19,17,205.782,0.1195
2024-09-08,1,2,35,14,13,158.197,0.0838
2024-09-09,1,2,40,18,17,188.323,0.0704
2024-09-10,1,2,40,20,19,176.933,0.0611
2024-09-11,1,2,40,27,23,326.536,0.1485
2024-09-12,1,2,40,16,15,175.074,0.0762
2024-09-13,1,2,40,23,22,230.861,0.0437
2024-09-14,1,2,35,12,11,110.501,0.1151
2024-09-15,1,2,35,19,17,149.998,0.1143
2024-09-16,1,2,40,21,19,325.427,0.0981
2024-09-17,1,2,40,16,14,183.027,0.1147
2024-09-18,1,2,40,24,22,255.82,0.0988
2024-09-19,1,2,40,15,13,160.389,0.1055
2024-09-20,1,2,40,18,16,220.734,0.1377
2024-09-21,1,2,35,18,17,191.454,0.0346
2024-09-22,1,2,35,19,18,218.56,0.0439
2024-09-23,1,2,40,14,12,159.92,0.1108
2024-09-24,1,2,40,22,19,295.807,0.1194
2024-09-25,1,2,40,16,15,143.457,0.0746
2024-09-26,1,2,40,12,10,155.015,0.1303
2024-09-27,1,2,40,18,16,233.309,0.0904
2024-09-28,1,2,35,14,13,140.768,0.0874
2024-09-29,1,2,35,19,17,210.634,0.1027
2024-09-30,1,2,40,29,26,344.203,0.115
2024-10-01,1,2,40,27,25,318.076,0.0781
2024-10-02,1,2,40,12,11,139.421,0.0439
2024-10-03,1,2,40,11,10,106.847,0.0987
2024-10-04,1,2,40,23,21,166.88,0.0929
2024-10-05,1,2,35,17,15,243.355,0.0947
2024-10-06,1,2,35,20,19,237.29,0.0542
2024-10-07,1,2,40,29,26,360.22,0.1049
2024-10-08,1,2,40,21,19,228.363,0.108
2024-10-09,1,2,40,24,21,268.366,0.1182
2024-10-10,1,2,40,12,11,124.402,0.0661
2024-10-11,1,2,40,16,14,200.484,0.1465
2024-10-12,1,2,35,25,23,346.767,0.0842
2024-10-13,1,2,35,18,16,260.31,0.0929
2024-10-14,1,2,40,19,17,202.606,0.1313
2024-10-15,1,2,40,17,16,207.153,0.0741
2024-10-16,1,2,40,11,10,128.605,0.0819
2024-10-17,1,2,40,17,16,224.121,0.07
2024-10-18,1,2,40,13,12,159.016,0.0637
2024-10-19,1,2,35,12,11,113.438,0.0904
2024-10-20,1,2,35,15,14,190.089,0.0786
2024-10-21,1,2,40,20,18,257.009,0.0797
2024-10-22,1,2,40,15,13,162.306,0.1063
2024-10-23,1,2,40,23,21,279.395,0.091
2024-10-24,1,2,40,24,22,217.357,0.0867
2024-10-25,1,2,40,11,10,159.194,0.078
2024-10-26,1,2,35,19,17,185.146,0.0854
2024-10-27,1,2,35,13,12,108.901,0.0959
2024-10-28,1,2,40,24,22,343.794,0.0649
2024-10-29,1,2,40,21,19,242.782,0.1174
2024-10-30,1,2,40,14,13,182.184,0.0848
2024-10-31,1,2,40,25,23,280.903,0.0917
2024-11-01,1,2,40,13,11,114.304,0.1602
2024-11-02,1,2,35,21,20,208.515,0.0522
2024-11-03,1,2,35,22,20,231.876,0.0835
2024-11-04,1,2,40,21,19,226.923,0.1099
2024-11-05,1,2,40,19,17,215.688,0.1177
2024-11-06,1,2,40,17,15,200.442,0.0933
2024-11-07,1,2,40,17,16,180.255,0.0756
2024-11-08,1,2,40,25,23,247.021,0.0721
2024-11-09,1,2,35,15,14,173.575,0.0392
2024-11-10,1,2,35,19,18,194.939,0.0647
2024-11-11,1,2,40,13,12,137.492,0.0809
2024-11-12,1,2,40,25,23,322.907,0.082
2024-11-13,1,2,40,15,14,140.141,0.097
2024-11-14,1,2,40,26,24,305.792,0.0747
2024-11-15,1,2,40,20,17,203.348,0.1324
2024-11-16,1,2,35,16,15,210.956,0.0924
2024-11-17,1,2,35,16,15,187.213,0.0444
2024-11-18,1,2,40,15,14,157.393,0.0763
2024-11-19,1,2,40,22,20,278.105,0.084
2024-11-20,1,2,40,6,5,79.277,0.1359
2024-11-21,1,2,40,21,20,262.014,0.053
2024-11-22,1,2,40,18,15,196.543,0.1539
2024-11-23,1,2,35,14,12,221.783,0.1077
2024-11-24,1,2,35,25,23,236.449,0.0792
2024-11-25,1,2,40,23,21,278.367,0.0685
2024-11-26,1,2,40,18,17,184.481,0.0735
2024-11-27,1,2,40,28,24,385.659,0.1402
2024-11-28,1,2,40,17,15,148.522,0.0914
2024-11-29,1,2,40,27,24,367.19,0.1002
2024-11-30,1,2,35,12,11,145.727,0.1066
2024-12-01,1,2,35,17,15,175.498,0.1044
2024-12-02,1,2,40,20,18,189.46,0.0985
2024-12-03,1,2,40,24,22,259.109,0.0995
2024-12-04,1,2,40,21,19,218.432,0.085
2024-12-05,1,2,40,17,16,185.79,0.0648
2024-12-06,1,2,40,21,20,189.623,0.0591
2024-12-07,1,2,35,30,28,474.295,0.0827
2024-12-08,1,2,35,16,14,172.727,0.1129
2024-12-09,1,2,40,32,29,327.37,0.0795
2024-12-10,1,2,40,26,24,241.897,0.0784
2024-12-11,1,2,40,25,22,278.051,0.1105
2024-12-12,1,2,40,19,17,270.147,0.1026
2024-12-13,1,2,40,16,15,156.257,0.0776
2024-12-14,1,2,35,19,17,200.798,0.0977
2024-12-15,1,2,35,14,13,126.882,0.0664
2024-12-16,1,2,40,24,21,299.585,0.1079
2024-12-17,1,2,40,26,24,298.07,0.0585
2024-12-18,1,2,40,22,20,212.103,0.099
2024-12-19,1,2,40,36,33,314.49,0.074
2024-12-20,1,2,40,10,9,114.955,0.1236
2024-12-21,1,2,35,29,27,329.231,0.0688
2024-12-22,1,2,35,23,21,298.617,0.094
2024-12-23,1,2,40,29,27,282.373,0.068
2024-12-24,1,2,40,28,25,317.345,0.1184
2024-12-25,1,2,40,24,22,297.729,0.0634
2024-12-26,1,2,40,23,21,267.025,0.1
2024-12-27,1,2,40,18,16,250.877,0.1107
2024-12-28,1,2,35,23,21,273.855,0.1051
2024-12-29,1,2,35,25,23,313.926,0.0689
2024-12-30,1,2,40,17,16,193.128,0.0718
2024-12-31,1,2,40,20,18,263.992,0.0957
2025-01-01,1,2,40,29,26,375.283,0.0935
2025-01-02,1,2,40,21,19,234.087,0.1041
2025-01-03,1,2,40,31,27,208.109,0.1317
2025-01-04,1,2,35,21,20,267.725,0.0665
2025-01-05,1,2,35,14,13,182.985,0.0494
2025-01-06,1,2,40,31,28,270.423,0.0851
2025-01-07,1,2,40,26,24,324.159,0.0805
2025-01-08,1,2,40,26,23,296.85,0.1118
2025-01-09,1,2,40,32,29,350.556,0.0985
2025-01-10,1,2,40,25,21,312.387,0.1515
2025-01-11,1,2,35,27,25,294.691,0.0774
2025-01-12,1,2,35,18,17,167.639,0.0795
2025-01-13,1,2,40,35,31,409.992,0.1112
2025-01-14,1,2,40,31,28,389.353,0.099
2025-01-15,1,2,40,29,27,333.583,0.083
2025-01-16,1,2,40,26,23,303.078,0.1281
2025-01-17,1,2,40,26,24,340.286,0.0832
2025-01-18,1,2,35,24,23,238.968,0.0367
2025-01-19,1,2,35,25,23,298.289,0.0828
2025-01-20,1,2,40,17,15,160.033,0.0888
2025-01-21,1,2,40,28,26,361.053,0.0789
2025-01-22,1,2,40,17,15,177.449,0.0985
2025-01-23,1,2,40,29,27,325.629,0.0715
2025-01-24,1,2,40,26,23,252.92,0.0962
2025-01-25,1,2,35,31,28,323.788,0.087
2025-01-26,1,2,35,27,25,276.697,0.0839
2025-01-27,1,2,40,17,15,173.195,0.097
2025-01-28,1,2,40,29,26,352.754,0.0959
2025-01-29,1,2,40,24,22,222.263,0.0898
2025-01-30,1,2,40,33,29,484.872,0.1244
2025-01-31,1,2,40,20,18,264.085,0.0765
2025-02-01,1,2,35,22,20,253.137,0.0805
2025-02-02,1,2,35,19,17,220.531,0.1241
2025-02-03,1,2,40,41,37,438.775,0.1064
2025-02-04,1,2,40,27,23,183.57,0.1487
2025-02-05,1,2,40,38,35,474.338,0.0812
2025-02-06,1,2,40,30,27,342.171,0.0855
2025-02-07,1,2,40,31,28,351.97,0.0937
2025-02-08,1,2,35,23,21,356.264,0.0924
2025-02-09,1,2,35,31,27,286.701,0.1255
2025-02-10,1,2,40,27,26,313.252,0.0503
2025-02-11,1,2,40,31,27,288.842,0.144
2025-02-12,1,2,40,18,16,157.116,0.1097
2025-02-13,1,2,40,34,30,438.574,0.1118
2025-02-14,1,2,40,24,21,255.437,0.1333
2025-02-15,1,2,35,31,29,272.184,0.0697
2025-02-16,1,2,35,25,23,305.622,0.089
2025-02-17,1,2,40,32,29,348.428,0.0992
2025-02-18,1,2,40,26,22,261.775,0.151
2025-02-19,1,2,40,36,33,424.032,0.0869
2025-02-20,1,2,40,24,22,315.124,0.1029
2025-02-21,1,2,40,26,23,265.794,0.1042
2025-02-22,1,2,35,41,38,488.164,0.084
2025-02-23,1,2,35,30,28,357.605,0.0655
2025-02-24,1,2,40,25,23,291.276,0.0637
2025-02-25,1,2,40,23,21,232.828,0.0932
2025-02-26,1,2,40,19,17,215.964,0.0972
2025-02-27,1,2,40,37,34,399.019,0.0716
2025-02-28,1,2,40,30,27,286.605,0.1044
2025-03-01,1,2,35,26,25,301.142,0.0419
2025-03-02,1,2,35,24,21,243.444,0.1383
2025-03-03,1,2,40,36,33,426.328,0.0751
2025-03-04,1,2,40,27,25,340.742,0.0767
2025-03-05,1,2,40,32,29,286.853,0.0926
2025-03-06,1,2,40,21,19,262.211,0.11
2025-03-07,1,2,40,25,23,273.973,0.0927
2025-03-08,1,2,35,27,25,337.955,0.0723
2025-03-09,1,2,35,21,19,259.975,0.1055
2025-03-10,1,2,40,34,31,361.359,0.0856
2025-03-11,1,2,40,27,25,314.243,0.076
2025-03-12,1,2,40,23,21,265.786,0.0964
2025-03-13,1,2,40,34,33,366.789,0.0235
2025-03-14,1,2,40,24,23,297.039,0.052
2025-03-15,1,2,35,26,23,223.066,0.1339
2025-03-16,1,2,35,17,15,229.406,0.1104
2025-03-17,1,2,40,38,35,366.733,0.092
2025-03-18,1,2,40,25,23,255.489,0.065
2025-03-19,1,2,40,32,30,441.577,0.0644
2025-03-20,1,2,40,23,21,212.889,0.0751
2025-03-21,1,2,40,20,17,215.625,0.1309
2025-03-22,1,2,35,19,17,196.314,0.0814
2025-03-23,1,2,35,24,21,276.238,0.1081
2025-03-24,1,2,40,33,30,289.097,0.0927
2025-03-25,1,2,40,26,23,279.393,0.0984
2025-03-26,1,2,40,26,24,293.752,0.0633
2025-03-27,1,2,40,28,27,379.693,0.0353
2025-03-28,1,2,40,28,26,343.79,0.078
2025-03-29,1,2,35,26,22,252.578,0.1423
2025-03-30,1,2,35,21,20,298.679,0.0665
2025-03-31,1,2,40,28,26,283.063,0.0869
2025-04-01,1,2,40,33,29,435.407,0.1106
2025-04-02,1,2,40,27,26,267.019,0.0503
2025-04-03,1,2,40,26,23,248.777,0.111
2025-04-04,1,2,40,27,24,335.423,0.1143
2025-04-05,1,2,35,30,28,294.671,0.0775
2025-04-06,1,2,35,21,19,281.32,0.1003
2025-04-07,1,2,40,25,22,277.209,0.1219
2025-04-08,1,2,40,41,40,542.439,0.0351
2025-04-09,1,2,40,32,30,292.475,0.0557
2025-04-10,1,2,40,17,16,200.856,0.0653
2025-04-11,1,2,40,28,26,348.818,0.0541
2025-04-12,1,2,35,26,24,308.545,0.0598
2025-04-13,1,2,35,25,24,264.192,0.0268
2025-04-14,1,2,40,38,35,456.322,0.0901
2025-04-15,1,2,40,29,27,319.322,0.0601
2025-04-16,1,2,40,34,31,327.828,0.0992
2025-04-17,1,2,40,33,31,326.253,0.073
2025-04-18,1,2,40,30,26,347.879,0.1454
2025-04-19,1,2,35,23,20,262.123,0.13
2025-04-20,1,2,35,25,23,314.423,0.0661
2025-04-21,1,2,40,30,27,284.658,0.0866
2025-04-22,1,2,40,30,27,392.652,0.0888
2025-04-23,1,2,40,24,22,282.733,0.1021
2025-04-24,1,2,40,29,27,396.476,0.0589
2025-04-25,1,2,40,27,25,294.827,0.083
2025-04-26,1,2,35,40,38,506.227,0.0522
2025-04-27,1,2,35,24,21,281.496,0.1445
2025-04-28,1,2,40,38,34,468.718,0.0959
2025-04-29,1,2,40,34,31,435.071,0.0817
2025-04-30,1,2,40,25,23,263.657,0.0823
2025-05-01,1,2,40,22,20,248.096,0.0955
2025-05-02,1,2,40,26,23,338.268,0.1064
2025-05-03,1,2,35,29,27,311.703,0.0734
2025-05-04,1,2,35,15,13,153.571,0.1201
2025-05-05,1,2,40,28,25,345.274,0.1056
2025-05-06,1,2,40,39,37,490.681,0.0601
2025-05-07,1,2,40,23,22,250.716,0.0611
2025-05-08,1,2,40,32,30,456.956,0.0585
2025-05-09,1,2,40,29,26,331.439,0.1127
2025-05-10,1,2,35,23,21,327.014,0.0987
2025-05-11,1,2,35,26,25,372.901,0.0406
2025-05-12,1,2,40,37,34,453.522,0.0903
2025-05-13,1,2,40,29,26,401.113,0.091
2025-05-14,1,2,40,25,23,236.003,0.0869
2025-05-15,1,2,40,26,24,416.753,0.0936
2025-05-16,1,2,40,28,25,297.432,0.1088
2025-05-17,1,2,35,31,26,338.594,0.1471
2025-05-18,1,2,35,21,18,241.572,0.1367
2025-05-19,1,2,40,26,24,330.476,0.0838
2025-05-20,1,2,40,34,31,453.69,0.1025
2025-05-21,1,2,40,28,26,314.531,0.0792
2025-05-22,1,2,40,28,26,334.067,0.0636
2025-05-23,1,2,40,24,22,282.594,0.0962
2025-05-24,1,2,35,30,27,388.592,0.1068
2025-05-25,1,2,35,23,21,251.969,0.0872
2025-05-26,1,2,40,40,36,492.188,0.0894
2025-05-27,1,2,40,33,32,378.409,0.0414
2025-05-28,1,2,40,30,27,395.011,0.0951
2025-05-29,1,2,40,19,17,216.103,0.1083
2025-05-30,1,2,40,27,25,403.737,0.0745
2025-05-31,1,2,35,30,27,258.295,0.1046
2025-06-01,1,2,35,20,18,201.208,0.0965
2025-06-02,1,2,40,30,27,397.904,0.1098
2025-06-03,1,2,40,27,24,295.957,0.0936
2025-06-04,1,2,40,34,30,408.461,0.1074
2025-06-05,1,2,40,21,18,200.364,0.1422
2025-06-06,1,2,40,31,29,302.472,0.0649
2025-06-07,1,2,35,21,20,225.963,0.069
2025-06-08,1,2,35,21,20,293.016,0.0656
2025-06-09,1,2,40,25,22,308.653,0.1068
2025-06-10,1,2,40,21,19,260.214,0.0734
2025-06-11,1,2,40,24,21,346.517,0.1121
2025-06-12,1,2,40,27,24,256.653,0.112
2025-06-13,1,2,40,18,17,153.643,0.0538
2025-06-14,1,2,35,28,24,323.855,0.1331
2025-06-15,1,2,35,22,20,215.918,0.0762
2025-06-16,1,2,40,30,27,384.505,0.0999
2025-06-17,1,2,40,24,21,308.741,0.1208
2025-06-18,1,2,40,26,23,292.234,0.101
2025-06-19,1,2,40,23,22,307.92,0.0628
